description,rating,director1,director2,director3,writer1,writer2,writer3,writer4,releasedate,streamdate,runtime,studio,cast1,cast2,cast3,cast4,cast5,cast6,title,year,critics_consensus,genre,tomatometer,tomatometer_review_count,audience_meter,audience_review_count,js_dump_index,avg_score,avg_score_top_critics,top_critics_review_count,avg_score_audience,audience_liked_count,audience_disliked_count,want_to_see_count,pageLink
"
                Katsuhiro Otomo, director of the groundbreaking anime feature Akira (1988), returns with this visually striking fusion of the past and the future. It's the Industrial Age in England, reimagined, and various and sundry inventors and scientists are arriving in Britain to hawk their products while capitalism rears its ugly head. A gadget-happy British lad named Ray (voice of Anna Paquin) receives a mysterious package from his grandfather Lloyd Steam (Patrick Stewart) -- a tiny ball that turns out to be an engine toting immense power. As it happens, several of these little balls run the O'Hara pavilion, a massive, mobile fortress. Ray later discovers that his dad and grandfather are located inside of the pavilion; his dad, Eddie, has become mesmerized by O'Hara and subject to their whims, while Lloyd suspects that O'Hara may want to use the balls for nefarious purposes, and tries to put a definitive end to those plans. Indeed, the O'Hara people soon take over the Great Exhibition and turn it into a veritable circus for weapons dealers. Meanwhile, Ray starts to develop feelings for a young girl named Scarlett O'Hara.
            ","PG-13 (for action violence)
                    ",Katsuhiro tomo,NA,NA,Sadayuki Murai,Katsuhiro tomo,NA,NA,"Mar 18, 2005
                        ","Jul 26, 2005
                        ","
                            126 minutes
                        ","
                        Sony Pictures Entertainment
                    ","
                Anna Paquin
            ","
                Anne Suzuki
            ","
                Manami Konishi
            ","
                Alfred Molina
            ","
                Katsuo Nakamura
            ","
                Patrick Stewart
            ","
                                Steamboy
                            ",2005,"The story isn't the greatest, but there's an abundance of sci-fi eye candy to compensate.","
                        
                        Animation, 
                        
                        Art House & International, 
                        
                        Drama, 
                        
                        Science Fiction & Fantasy
                        
                    ",59,91,68,15,136734,6.05,6.04,29,3.6,1718,820,2301,https://www.rottentomatoes.com/m/steamboy
"
                Manny (Ray Romano), Sid (John Leguizamo), and Diego (Denis Leary) may have made it through the big freeze, but when the ice begins to melt, the heroic trio must warn the other inhabitants of their peaceful valley of the coming flood in directors Chris Wedge and Carlos Saldanha's sequel to the computer-animated 2002 hit Ice Age. As the ice age winds to an end, the animals of the Earth have taken warmly to the melting paradise that surrounds them. Despite the false comfort of a lush valley teeming with vegetation, however, great danger looms just over the horizon. When Manny, Sid, and Diego realize that the miles of liquefying ice overlooking their valley will soon turn from a gentle trickle to a violent force of nature capable of destroying anything and everything unfortunate enough to be in its path, they quickly set out to spread the word and get their endangered friends out of harm's way. ~ Jason Buchanan, Rovi
            ","PG (for some mild language and innuendo)
                    ",Carlos Saldanha,NA,NA,Gerry Swallow,Peter Gaulke,Jim Hecht,NA,"Mar 31, 2006
                        ","Nov 21, 2006
                        ","
                            90 minutes
                        ","
                        20th Century Fox
                    ","
                Ray Romano
            ","
                John Leguizamo
            ","
                Denis Leary
            ","
                Queen Latifah
            ","
                Seann William Scott
            ","
                Josh Peck
            ",Ice Age 2: The Meltdown,NA,"Despite its impressive animation and the hilarious antics of the saber-toothed squirrel Scrat, Ice Age 2: The Meltdown comes up short on the storytelling front.","
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Comedy, 
                        
                        Documentary, 
                        
                        Kids & Family
                        
                    ",57,144,71,854,142353,6.05,6.24,34,3.74,35053,14582,160074,https://www.rottentomatoes.com/m/ice_age_2
"
                An oversized bug is caught up in a most unexpected adventure in this animated comedy. It's 1910, and Raoul is a Parisian delivery man by day and scientist by night who is determined to brainstorm an important new invention. With the help of his friend Emile, a cinema projectionist with women on the brain, Raoul attempts an experiment in a greenhouse that has an unexpected side effect -- a tiny flea has suddenly expanded until it's seven feet tall. The enormous flea gets loose and it's not long before word is out that a monstrous bug is haunting Paris. However, while mean-spirited politician Victor tries to snare some publicity by making people afraid of the bug before he catches it, Lucille, a pretty nightclub performer, makes a surprising discovery -- the big flea is not only gentle and friendly, he's a gifted guitar player, and decked out in a suit and a hat, he's soon impressing patrons as part of her act. Un Monstre a Paris (aka A Monster In Paris) was written and directed by Bibo Bergeron, returning to France after directing several successful features in the United States. The original French voice cast includes Gad Elmaleh, Sebastien Desjours, Ludivine Sagnier and Francois Cluzet, while the English language version features Adam Goldberg, Jay Harrington, Catherine O'Hara and Danny Huston; Vanessa Paradis voices Lucille in both versions. ~ Mark Deming, Rovi
            ","PG (for some action violence involving gunplay, and mild rude humor)
                    ",Bibo Bergeron,NA,NA,Bibo Bergeron,Stphane Kazandjian,NA,NA,"Apr 16, 2013
                        ","
                            89 minutes
                        ",NA,"
                        Europa Corporation
                    ","
                Vanessa Paradis
            ","
                Matthieu Chdid
            ","
                Gad Elmaleh
            ","
                Sbastien Desjours
            ","
                Ludivine Sagnier
            ","
                Julie Ferrier
            ","
                                A Monster in Paris
                            ",2011,No consensus yet.,"
                        
                        Animation, 
                        
                        Kids & Family
                        
                    ",87,23,65,8,137662,5.95,6,4,3.63,1751,954,4873,https://www.rottentomatoes.com/m/a_monster_in_paris
"
                The story begins when ace detective Harry Goodman goes mysteriously missing, prompting his 21-year-old son Tim to find out what happened. Aiding in the investigation is Harry's former Pokmon partner, Detective Pikachu: a hilariously wise-cracking, adorable super-sleuth who is a puzzlement even to himself. Finding that they are uniquely equipped to communicate with one another, Tim and Pikachu join forces on a thrilling adventure to unravel the tangled mystery. Chasing clues together through the neon-lit streets of Ryme City - a sprawling, modern metropolis where humans and Pokmon live side by side in a hyper-realistic live-action world - they encounter a diverse cast of Pokmon characters and uncover a shocking plot that could destroy this peaceful co-existence and threaten the whole Pokmon universe.
            ","PG (for action/peril, some rude and suggestive humor, and thematic elements)
                    ",Rob Letterman,NA,NA,Dan Hernandez,Benji Samit,Rob Letterman,Derek Connolly,"May 10, 2019
                        ","Jul 23, 2019
                        ","
                            104 minutes
                        ","
                        Warner Bros. Pictures
                    ","
                Ryan Reynolds
            ","
                Ken Watanabe
            ","
                Justice Smith
            ","
                Kathryn Newton
            ","
                Bill Nighy
            ","
                Suki Waterhouse
            ","
                                Pokmon Detective Pikachu
                            ",2019,"Pokmon Detective Pikachu may not take its wonderfully bizarre premise as far as it could have, but this offbeat adaptation should catch most -- if not all -- of the franchise's fans.","
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Kids & Family
                        
                    ",69,294,79,16,140303,6.02,5.56,35,3.99,12891,3449,5842,https://www.rottentomatoes.com/m/pokemon_detective_pikachu
"
                Scrat's nutty pursuit of the cursed acorn, which he's been after since the dawn of time, has world-changing consequences - a continental cataclysm that triggers the greatest adventure of all for Manny, Diego and Sid. In the wake of these upheavals, Sid reunites with his cantankerous Granny, and the herd encounters a ragtag menagerie of seafaring pirates determined to stop them from returning home. -- (C) Official Site
            ","PG (for mild rude humor and action/peril)
                    ",Mike Thurmeier,Steve Martino,NA,Michael Berg,Jason Fuchs,NA,NA,"Jul 13, 2012
                        ","Dec 11, 2012
                        ","
                            87 minutes
                        ","
                        20th Century Fox
                    ","
                Ray Romano
            ","
                John Leguizamo
            ","
                Denis Leary
            ","
                Queen Latifah
            ","
                Seann William Scott
            ","
                Josh Peck
            ","
                                Ice Age: Continental Drift
                            ",2012,"Ice Age: Continental Drift 3D has moments of charm and witty slapstick, but it often seems content to recycle ideas from the previous films.","
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Comedy, 
                        
                        Kids & Family
                        
                    ",37,134,62,151,142434,5.09,5.34,33,3.61,19325,12062,102847,https://www.rottentomatoes.com/m/ice_age_continental_drift
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,,,,,,,,https://www.rottentomatoes.com/m/a-troll-in-central-park
"
                The young protg of one of the world's greatest superheroes has his first encounter with an old nemesis in this direct-to-video feature adapted from the popular animated series Batman Beyond. Terry McGinnis (Will Friedle) has taken over the crime-fighting responsibilities of Batman from aging Bruce Wayne (Kevin Conroy), but while Terry has learned a great deal from Wayne, he's never heard the startling truth about Batman's final encounter with his arch-enemy, The Joker (Mark Hamill). However, when The Joker returns to Gotham City as vicious as ever, Wayne decides that it's time that the new Batman learned all there is to know about the green-faced terror before he can bring the city to its knees -- especially after Bruce is attacked by his one-time rival. Batman Beyond: Return of the Joker also features the voice talents of Melissa Joan Hart and Angie Harmon. Upon its initial release, the movie sparked some controversy among Batman Beyond fans because of last-minute edits that toned down the violence level. However, it was eventually released on DVD in an uncut format.
            ","PG-13
                    ",Curt Geda,Paul Dini,NA,Paul Dini,NA,NA,NA,"Dec 12, 2000
                        ","Dec 12, 2000
                        ","
                            75 minutes
                        ","
                        Warner Home Video
                    ","
                Kevin Conroy
            ","
                Will Friedle
            ","
                Angie Harmon
            ","
                Mark Hamill
            ","
                Dean Stockwell
            ","
                Teri Garr
            ","
                                Batman Beyond: Return of the Joker
                            ",2000,"This feature length entry in the Batman Beyond mythos sends off the Mark Hamill-voiced Joker in thrilling fashion, hitting the same caped crusading peaks of the original series.","
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Kids & Family, 
                        
                        Science Fiction & Fantasy
                        
                    ",90,10,86,56,133531,7.71,0,0,4.04,3053,509,5000,https://www.rottentomatoes.com/m/batman_beyond_return_of_the_joker
"
                A WIZARD'S TALE is a magical family adventure story that sees a young kid called Terry (Kebbell) whisked away to the colourful Kingdom of Groovynham. The evil wizard Grump (McShane) has cast a spell of gloom over the land and as such, smiling & laughter are now a thing of the past. Terry must travel the Kingdom in search of a spell that will help get everyone's happy back and along the way help Princess Dawn (Collins), outwit all manner of strange & wonderful creatures, and try an embrace a little thing called 'change'....
            ","NR
                    ",Andrs Couturier,NA,NA,Jim Hecht,Alicia Nez Puerto,NA,NA,"Sep 14, 2018
                        ","Sep 14, 2018
                        ","
                            97 minutes
                        ","
                        Blue Fox Entertainment
                    ","
                Toby Kebbell
            ","
                Lily Collins
            ","
                Ian McShane
            ","
                Mauricio Barrientos
            ","
                Camila Sodi
            ",NA,A Wizard's Tale (Here Comes the Grump),NA,No consensus yet.,"
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Comedy
                        
                    ",20,5,75,34,139768,3.75,4,1,3.62,9,3,113,https://www.rottentomatoes.com/m/a_wizards_tale
"
                Set in a charming forest wonderland, this ecologically-conscious animated adventure tells the tale of a badger who inhales toxic fumes and nearly dies. Fortunately, her pals, a mouse, a hedgehog, and a mole are willing to risk their lives to find a cure.
            ","G
                    ",Charles Grosvenor,David Michener,NA,Mark Young,Kelly Ward,NA,NA,"Jun 18, 1993
                        ","Feb 22, 2005
                        ","
                            71 minutes
                        ","
                        Twentieth Century Fox Home Entertainment
                    ","
                Ben Vereen
            ","
                Michael Crawford
            ","
                Ellen Blaine
            ","
                Ben Vereen
            ","
                Ben Gregory
            ","
                Paige Gosney
            ","
                                Once Upon a Forest
                            ",1993,Inert animation and generically chipper characters rob Once Upon a Forest of any personality despite its well-intentioned message and critter appeal for very young children.,"
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Kids & Family
                        
                    ",22,23,69,6,133378,4.94,5,11,3.71,378,173,315,https://www.rottentomatoes.com/m/once_upon_a_forest
"
                The Animatrix is a collection of several animated short films, detailing the backstory of the ""Matrix"" universe, and the original war between man and machines which led to the creation of the Matrix.
            ","PG-13
                    ",Andy Jones,NA,NA,Lilly Wachowski,Lana Wachowski,NA,NA,"Jun 3, 2003
                        ","Jun 3, 2003
                        ","
                            102 minutes
                        ","
                        Warner Home Video
                    ","
                John DiMaggio
            ","
                Kevin Michael Richardson
            ","
                Pamela Adlon
            ","
                Bette Ford
            ","
                Rick Gomez
            ","
                Tom Kenny
            ",The Animatrix,NA,No consensus yet.,"
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Drama, 
                        
                        Science Fiction & Fantasy, 
                        
                        Special Interest
                        
                    ",89,18,78,120,132941,6.7,7.5,1,3.85,5328,1495,16068,https://www.rottentomatoes.com/m/animatrix
"
                Writer/director David Kaplan offers a new spin on the familiar Cinderella story with this visually inventive tale of a hopeful Chinese immigrant who discovers that life in New York City isn't for the faint of heart after being forced to work in a shady massage partner. Shot on video and subsequently rotoscoped to take on a slightly surreal look, Year of the Fish opens to find wide-eyed Chinese immigrant Ye Xian (An Nguyen) arriving in New York City in hopes of raising some money to send back to her ailing father overseas. Soon falling into the neon-lit lair of ""massage parlor"" madame Mrs. Su (Tsai Chin), Ye is forced to do all of the cooking and cleaning after refusing to service her clientele as instructed. All the while, Ye's only sense of solace comes thanks to a growing fish bestowed upon her by a mysterious hunchback named Auntie Yaga (Randall Duk Kim). Meanwhile, Ye longs to catch the eye of kindhearted jazz musician Johnny (Ken Leung) while fending off unwanted advances of Mrs. Su's depraved and persistent son. Just when it begins to seem as if Ye's situation cannot get any more grim, a lavish party staged to celebrate the Chinese New Year leads to a most unanticipated turn of events.
            ","NR
                    ",David Kaplan,NA,NA,David Kaplan,NA,NA,NA,"Oct 14, 2007
                        ","Feb 8, 2011
                        ","
                            96 minutes
                        ","
                        Gigantic Pictures
                    ","
                An Nguyen
            ","
                Ken Leung
            ","
                Tsai Chin
            ","
                Hettienne Park
            ","
                Lee Wong
            ","
                Lori Tan Chinn
            ",Year of the Fish,NA,"This modernized and rotoscope-animated update on the Cinderella story is charming at times and visually impressive, but audiences may find it to be too coarse for children and too superficial for adults.","
                        
                        Animation, 
                        
                        Art House & International, 
                        
                        Drama, 
                        
                        Science Fiction & Fantasy, 
                        
                        Romance
                        
                    ",58,24,58,457,133920,5.51,5.28,11,3.58,25,18,95,https://www.rottentomatoes.com/m/year_of_the_fish
"
                A Hawaiian girl adopts an unusual pet who is actually a notorious extra-terrestrial fugitive from the law.
            ","PG (for mild sci-fi action)
                    ",Dean DeBlois,Chris Sanders,NA,Dean DeBlois,Chris Sanders,NA,NA,"Jun 21, 2002
                        ","Dec 3, 2002
                        ","
                            85 minutes
                        ","
                        Buena Vista Distribution Compa
                    ","
                Daveigh Chase
            ","
                Tia Carrere
            ","
                Ving Rhames
            ","
                David Ogden Stiers
            ","
                Kevin McDonald
            ","
                Jason Scott Lee
            ",Lilo & Stitch,NA,"Edgier than traditional Disney fare, Lilo and Stitch explores issues of family while providing a fun and charming story.","
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Comedy
                        
                    ",86,146,77,467,142263,7.27,7.16,35,3.92,13603,4032,24455,https://www.rottentomatoes.com/m/lilo_and_stitch
"
                The lifelong friendship between a fox cub and a bloodhound puppy provides the basis of this rollicking and tender animated tale from Disney.
            ","G
                    ",Ted Berman,Art Stevens,Richard Rich,Larry Clemmons,Vance Gerry,David Michener,Steve Hulett,"Jul 10, 1981
                        ","May 2, 2000
                        ","
                            83 minutes
                        ","
                        Buena Vista Pictures
                    ","
                Mickey Rooney
            ","
                Kurt Russell
            ","
                Keith Coogan
            ","
                Pearl Bailey
            ","
                Jack Albertson
            ","
                Jeanette Nolan
            ","
                                The Fox and the Hound
                            ",1981,"The Fox and the Hound is a likeable, charming, unassuming effort that manages to transcend its thin, predictable plot.","
                        
                        Animation, 
                        
                        Kids & Family
                        
                    ",70,27,78,313,136264,6.48,5.88,4,3.96,10209,2913,12913,https://www.rottentomatoes.com/m/fox_and_the_hound
"
                Fathom Events, Warner Bros. and DC Comics invite you to a premiere event when Batman: The Killing Joke comes to select cinemas nationwide for a special one-night event including an introduction from Mark Hamill plus two never-before-seen featurettes. Based on the acclaimed DC Comics graphic novel, take a journey into the dark psyche of the Clown Prince of Crime. Now escaped from Arkham Asylum, The Joker sets out to prove that one bad day can make anyone just as insane as he is. Featuring the return of Kevin Conroy as Batman, Mark Hamill as The Joker and Tara Strong as Batgirl, witness the birth of a super villain, the fortitude of a hero and the punchline that will leave you speechless!
            ","R (for some bloody images and disturbing content)
                    ",Sam Liu,NA,NA,Bob Kane,Bill Finger,Alan Moore,Brian Bolland,"Jul 25, 2016
                        ","Aug 2, 2016
                        ","
                            72 minutes
                        ","
                        The Answer Studio
                    ","
                Kevin Conroy
            ","
                Mark Hamill
            ","
                Ray Wise
            ","
                Tara Strong
            ",NA,NA,Batman: The Killing Joke,NA,"This stilted retelling of the Joker's origin adds little to its iconic source material, further diminished by some questionable story additions that will have fans demanding justice for Barbara Gordon.","
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Drama
                        
                    ",40,40,46,9,142617,5.66,5,1,3.18,2470,2915,3743,https://www.rottentomatoes.com/m/batman_the_killing_joke
"
                In the Indian legend, Sita is given to Prince Rama in marriage after Rama conquers the other princely suitors for her hand. No sooner is Rama appointed crown prince than he falls victim of a plot that sends him into banishment for fourteen years. Sita accompanies her husband, but is abducted shortly afterwards. With the aid of friendly gods, Rama sets off in pursuit and, following a dangerous struggle, succeeds in freeing her. Rama and Sita return to their home where Rama is made king. But soon after this Rama begins to doubt his wife's fidelity and casts her out. Sita undergoes a fire test to prove her steadfastness, survives unscathed and returns to Rama.
            ","NR
                    ",Nina Paley,NA,NA,Nina Paley,NA,NA,NA,"Feb 11, 2008
                        ","Jul 28, 2009
                        ","
                            82 minutes
                        ","
                        Shadow Distribution
                    ","
                Deepti Gupta
            ","
                Pooja Kumar
            ","
                Annette Hanshaw
            ","
                Aseem Chhabra
            ","
                Bhavana Nagulapally
            ","
                Reena Shah
            ","
                                Sita Sings the Blues
                            ",2008,"A tour de force for filmmaker Nina Paley, Sita Sings the Blues gives the Ramayana its animated due with a visually vibrant, dazzlingly imaginative triumph.","
                        
                        Animation, 
                        
                        Musical & Performing Arts, 
                        
                        Romance
                        
                    ",100,32,85,2,136289,8.27,8.25,9,4.03,729,129,922,https://www.rottentomatoes.com/m/sita_sings_the_blues
"
                Now chief and ruler of Berk alongside Astrid, Hiccup has created a gloriously chaotic dragon utopia. When the sudden appearance of female Light Fury coincides with the darkest threat their village has ever faced, Hiccup and Toothless must leave the only home they've known and journey to a hidden world thought only to exist in myth. As their true destines are revealed, dragon and rider will fight together-to the very ends of the Earth-to protect everything they've grown to treasure.
            ","PG (for adventure action and some mild rude humor)
                    ",Dean DeBlois,NA,NA,Dean DeBlois,NA,NA,NA,"Feb 22, 2019
                        ","May 21, 2019
                        ","
                            110 minutes
                        ","
                        Universal Pictures
                    ","
                Jay Baruchel
            ","
                America Ferrera
            ","
                Cate Blanchett
            ","
                Kit Harington
            ","
                Craig Ferguson
            ","
                F. Murray Abraham
            ",How to Train Your Dragon: The Hidden World,NA,"The rare trilogy capper that really works, How to Train Your Dragon: The Hidden World brings its saga to a visually dazzling and emotionally affecting conclusion.","
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Kids & Family
                        
                    ",91,255,86,56,142855,7.25,6.77,36,4.2,5817,915,52764,https://www.rottentomatoes.com/m/how_to_train_your_dragon_the_hidden_world
"
                This animated children's film spoofs the Sherlock Holmes legend by recasting the major characters as rodents. Basil, the Great Mouse Detective, and his companion Dr. Dawson must use their powers of deduction to foil the world domination plans of the scheming villain Ratigan.
            ","G
                    ",Burny Mattinson,Ron Clements,John Musker,Bruce M. Morris,Melvin Shaw,Matthew O'Callaghan,Dave Michener,"Jul 2, 1986
                        ","Jul 23, 2002
                        ","
                            74 minutes
                        ","
                        Walt Disney Productions
                    ","
                Susan Pollatschek
            ","
                Candy Candido
            ","
                Diana Chesney
            ","
                Eve Brenner
            ","
                Alan Youg
            ","
                Barrie Ingham
            ","
                                The Great Mouse Detective
                            ",1986,"The Great Mouse Detective may not rank with Disney's classics, but it's an amiable, entertaining picture with some stylishly dark visuals.","
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Kids & Family
                        
                    ",79,24,79,58,136323,7.08,8,6,3.93,3674,993,2974,https://www.rottentomatoes.com/m/the-great-mouse-detective
"
                A suburban home has become physically animated by a vengeful human soul looking to stir up trouble from beyond the grave, and it's up to three adventurous kids from the neighborhood to do battle with the structural golem in this comically frightful tale, directed by Gil Kenan and featuring the voices of Steve Buscemi, Nick Cannon, Maggie Gyllenhaal, and Kevin James. DJ Harvard (voice of Mitchel Musso) lives directly across the street from a most unusual house. A malevolent entity that longs to feed on the energy of the living, the once peaceful house that looms ominously outside of DJ's bedroom window would like nothing more than the chance to feast on the children of the neighborhood. As Halloween begins to draw near and the children of the neighborhood prepare for another long night of trick-or-treating, it appears as if it may be the house that is in for the biggest treat of all. Now, with the adults turning a deaf ear to DJ's strange findings, it's up to the brave young boy and his faithful friends Chowder (voice of Sam Lerner) and Jenny (Spencer Locke) to break through the barrier of the supernatural and defeat the powers of darkness before the house grows too powerful to fight. ~ Jason Buchanan, Rovi
            ","PG (for scary images and sequences, thematic elements, some crude humor and brief language)
                    ",Gil Kenan,NA,NA,Dan Harmon,Rob Schrab,Pamela Pettler,NA,"Jul 21, 2006
                        ","Oct 24, 2006
                        ","
                            91 minutes
                        ","
                        Sony Pictures Releasing
                    ","
                Steve Buscemi
            ","
                Nick Cannon
            ","
                Maggie Gyllenhaal
            ","
                Jon Heder
            ","
                Kevin James
            ","
                Jason Lee
            ",Monster House,NA,"Monster House welcoms kids and adults alike into a household full of smart, monstrous fun.","
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Kids & Family
                        
                    ",75,162,63,199,139503,6.83,6.47,41,3.49,7746,4504,38779,https://www.rottentomatoes.com/m/monster_house
"
                The story of Universal Pictures and Illumination Entertainment's Minions begins at the dawn of time. Starting as single-celled yellow organisms, Minions evolve through the ages, perpetually serving the most despicable of masters. Continuously unsuccessful at keeping these masters-from T. rex to Napoleon-the Minions find themselves without someone to serve and fall into a deep depression. But one Minion named Kevin has a plan, and he-alongside teenage rebel Stuart and lovable little Bob-ventures out into the world to find a new evil boss for his brethren to follow. The trio embarks upon a thrilling journey that ultimately leads them to their next potential master, Scarlet Overkill (Academy Award (R) winner Sandra Bullock), the world's first-ever female super-villain. They travel from frigid Antarctica to 1960s New York City, ending in mod London, where they must face their biggest challenge to date: saving all of Minionkind...from annihilation. (c) Universal
            ","PG (for action and rude humor)
                    ",Pierre Coffin,Kyle Balda,NA,Brian Lynch,NA,NA,NA,"Jul 10, 2015
                        ","Dec 8, 2015
                        ","
                            91 minutes
                        ","
                        Universal Pictures
                    ","
                Chris Renaud
            ","
                Sandra Bullock
            ","
                Jon Hamm
            ","
                Michael Keaton
            ","
                Allison Janney
            ","
                Steve Coogan
            ",Minions,NA,"The Minions' brightly colored brand of gibberish-fueled insanity stretches to feature length in their self-titled Despicable Me spinoff, with uneven but often hilarious results.","
                        
                        Animation, 
                        
                        Comedy, 
                        
                        Kids & Family
                        
                    ",55,219,49,136,142310,5.74,5.51,41,3.29,16752,17525,98198,https://www.rottentomatoes.com/m/minions
"
                Disney TV scored a big hit in 2007, with Phineas and Ferb, the story of two mismatched stepbrothers who share a passion for fantastic adventures and a talent for creating high tech devices. Phineas Flynn is the American chatterbox; Ferb Fletcher is British and taciturn. The television movie Across the 2nd Dimension takes their antics further afield--and spoofs the mania for 3-D. When their giant shuttlecock collides with a spy plane piloted by their pet Perry the Platypus, Phineas and Ferb crash land in the laboratory of Dr. Doofenshmirtz. With typical enthusiasm (and blithe unawareness), the boys help the evil scientist build an ""Otherdimensionator"" that transports them to an alternate world. As the complications multiply, Perry is forced to reveal that he's not just a pet who grinds his teeth: he's Agent P, part of a cadre dedicated to fighting Doofenshmirtz's schemes. Eventually things get sorted out with the help of the alternate versions of Phineas, Ferb, and their sister Candace. Across the 2nd Dimension is most engaging when it plays like an extended episode of the series, with plenty of humor, off-beat songs, and pop-culture references: Doofenshmirtz and his alternate counterpart perform a number about finally finding a partner as the Blues Brothers, the Lone Ranger and Tonto, and Lucy and Ethel in the candy factory. As is often the case with TV cartoons that morph into features (Hey Arnold, Doug), things occasionally get too big--the swarms of CG robots the alternate Doofenshmirtz dispatches really don't add anything to the story. But the filmmakers generally succeed in walking a fine line, remaining smart without becoming smart alecks. Across the 2nd Dimension will delight Phineas and Ferb fans of all ages.
            ","G
                    ",Dan Povenmire,Robert Hughes,NA,Dan Povenmire,Jeff 'Swampy' Marsh,Jon Colton Barry,NA,"Aug 5, 2011
                        ","Aug 23, 2011
                        ","
                            77 minutes
                        ","
                        Walt Disney Pictures
                    ","
                Vincent Martella
            ","
                Thomas Sangster
            ","
                Dee Bradley Baker
            ","
                Ashley Tisdale
            ","
                Mitchel Musso
            ","
                Alyson Stoner
            ","
                                Phineas and Ferb the Movie: Across the 2nd Dimension
                            ",2011,No consensus yet.,"
                        
                        Action & Adventure, 
                        
                        Animation, 
                        
                        Kids & Family, 
                        
                        Science Fiction & Fantasy
                        
                    ",100,5,79,1,137479,8,0,2,4,366,99,196,https://www.rottentomatoes.com/m/phineas_and_ferb_the_movie_across_the_2nd_dimension
"
                ""Strange Magic,"" a new animated film from Lucasfilm Ltd., is a madcap fairy tale musical inspired by ""A Midsummer Night's Dream."" Popular songs from the past six decades help tell the tale of a colorful cast of goblins, elves, fairies and imps, and their hilarious misadventures sparked by the battle over a powerful potion. Lucasfilm Animation Singapore and Industrial Light & Magic bring to life the fanciful forest turned upside down with world-class animation and visual effects. (C) Disney
            ","PG (for some action and scary images)
                    ",Gary Rydstrom,NA,NA,George Lucas,David Berenbaum,Irene Mecchi,Gary Rydstrom,"Jan 23, 2015
                        ","May 19, 2015
                        ","
                            99 minutes
                        ","
                        Walt Disney Pictures
                    ","
                Maya Rudolph
            ","
                Meredith Ann Bull
            ","
                Sam Palladio
            ","
                Evan Rachel Wood
            ","
                Meredith Anne Bull
            ","
                Alfred Molina
            ",Strange Magic,NA,"Like most modern animated movies, Strange Magic is lovely to look at; unfortunately, there isn't much going on beneath the surface.","
                        
                        Animation
                        
                    ",17,60,52,12,138576,3.71,3.58,16,3.27,1238,1143,7562,https://www.rottentomatoes.com/m/strange_magic
"
                The world of the attic is divided into the land of happy toys in the West and the Land of Evil in the East. The despotic Head of State rules over the Land of Evil with a band of sinister minions, insects and rotted vegetables. When the lovely Buttercup is kidnapped and held prisoner by The Head, it is up to her friends - a teddy bear, a mechanical mouse and marionette puppet to cross the international boundary and attempt their daring rescue.
            ","PG (for some mild peril and brief smoking)
                    ",Jir Barta,Vivian Schilling,NA,Edgar Dutka,Jir Barta,NA,NA,"Sep 7, 2012
                        ","Feb 5, 2013
                        ","
                            74 minutes
                        ","
                        Hannover House
                    ","
                Forest Whitaker
            ","
                Joan Cusak
            ","
                Cary Elwes
            ","
                Vivian Schilling
            ","
                Marcelo Tubert
            ","
                Joan Cusack
            ",Toys In The Attic (Na Pude),NA,No consensus yet.,"
                        
                        Animation, 
                        
                        Kids & Family, 
                        
                        Science Fiction & Fantasy
                        
                    ",73,15,80,894,141477,6.82,6.42,6,4.21,130,32,534,https://www.rottentomatoes.com/m/toys_in_the_attic_2012
