description,rating,director1,director2,director3,writer1,writer2,writer3,writer4,releasedate,streamdate,runtime,studio,cast1,cast2,cast3,cast4,cast5,cast6,title,year,critics_consensus,genre,tomatometer,tomatometer_review_count,audience_meter,audience_review_count,js_dump_index,avg_score,avg_score_top_critics,top_critics_review_count,avg_score_audience,audience_liked_count,audience_disliked_count,want_to_see_count,pageLink
"
                Paddy Chayefsky's Oscar-winning slice-of-life drama originated as a live 1953 broadcast directed by Delbert Mann on The Philco-Goodyear Television Playhouse starring Rod Steiger and Nancy Marchand. The Hecht-Lancaster movie version, also directed by Mann, replaces the two leads with Ernest Borgnine and Betsy Blair (as well as featuring several soon-to-be-familiar faces, including Jerry Paris, Frank Sutton, and Karen Steele, plus Joe Mantell, Nehemiah Persoff, and Betsy Palmer from the TV version). But it remains otherwise intact, telling of 24 very important hours in the lives of two lonely people. Marty is a bittersweet, sometimes funny, sometimes poignant, and always realistic comedy-drama about Marty Pilletti (Ernest Borgnine), a 34-year-old Bronx butcher. Approaching middle-age as a burly, somewhat overweight man who has no illusions about himself or his attractiveness to women, Marty looks forward to just one thing in life -- buying his boss's butcher shop and trying to make a success in business -- and he's even uncertain about that. A gentle, good-natured man, he lives with his mother (Esther Minciotti), a kind but emotionally smothering woman, in a too-large house and spends his time with a small circle of dead-end friends (Joe Mantell, Frank Sutton). One Friday night, Marty's mother convinces him to go to the Stardust Ballroom, where he meets a plain-looking schoolteacher named Clara (Betsy Blair), whose life appears to mirror his own -- she lives with her father, and is frightened about the one prospect she has for advancement in her job. Meeting her after witnessing a humiliating rejection by her blind date, Marty acts on his best impulses and asks Clara to dance, and soon they are actually enjoying each other's company. She is as drawn to him as he is to her, but both are so uncertain about putting themselves at risk emotionally, that the evening almost ends badly when he tries to kiss her -- but they agree to talk on the phone and go to a movie the next night. But whatever good feelings he has about Clara are soon threatened by his friends' put-downs of her, and his mother's hostility, driven by her sudden panic that if Marty marries, she'll be left living alone. Marty spends the next day alone and never does call Clara, seemingly having decided that it's best to leave well enough alone. That is, until he takes a good long look at his life, and a listen to his friends -- and he suddenly makes the decision to try for true happiness, wherever it leads.
            ","NR
                    ",Delbert Mann,NA,NA,Paddy Chayefsky,NA,NA,NA,"Apr 11, 1955
                        ","Jun 19, 2001
                        ","
                            90 minutes
                        ","
                        MGM Home Entertainment
                    ","
                Ernest Borgnine
            ","
                Betsy Blair
            ","
                Joe Mantell
            ","
                Esther Minciotti
            ","
                Karen Steele
            ","
                Jerry Paris
            ","
                                Marty
                            ",1955,Scriptwriter Paddy Chayefsky's solid dialogue is bolstered by strong performances from Ernest Borgnine and Betsy Blair in this appealingly low-key character study.,"
                        
                        Classics, 
                        
                        Drama, 
                        
                        Romance
                        
                    ",100,36,87,6,133906,8.16,7.5,6,4.11,1270,189,1110,https://www.rottentomatoes.com/m/1013427-marty
"
                The story of a Wyoming range war is elevated to near-mythical status in George Stevens' Western classic Shane. Alan Ladd plays a mysterious drifter who rides into a tiny homesteading community and accepts the hospitality of a farming family. Patriarch Joe Starrett is impressed by the way Shane handles himself when facing down the minions of land baron Emile Meyer, though he has trouble placing his complete trust in the stranger, as his Marion is attracted to Shane in spite of herself, and his son Joey flat-out idolizes Shane. When Meyer is unable to drive off the homesteaders by sheer brute strength, he engages the services of an evil hired gun.
            ","G
                    ",George Stevens,NA,NA,A.B. Guthrie Jr.,Jack Sher,NA,NA,"Apr 24, 1953
                        ","Aug 15, 2000
                        ","
                            118 minutes
                        ","
                        Paramount Home Video
                    ","
                Alan Ladd
            ","
                Jean Arthur
            ","
                Van Heflin
            ","
                Brandon De Wilde
            ","
                Jack Palance
            ","
                Ben Johnson
            ",Shane,NA,No consensus yet.,"
                        
                        Classics, 
                        
                        Western
                        
                    ",97,34,81,15,134871,8.41,7,5,3.99,2074,479,1890,https://www.rottentomatoes.com/m/shane
"
                A woman finds herself accused of murdering the stranger she went home with in this film noir. Knowing only that the killer, who beat the man to death with a poker, is a woman, a reporter posts an open plea for the murderess to turn herself in. Though innocent of killing the man, the woman decides to respond to the ad, calling herself a friend of the accused. She and the reporter meet each other at the Blue Gardenia several times and gradually fall in love. Believing her to be guilty, the reporter urges her to confess. But then the real killer shows up and all ends happily for the lovers.
            ","NR
                    ",Fritz Lang,NA,NA,Charles Hoffman,NA,NA,NA,"Mar 23, 1953
                        ","Apr 11, 2000
                        ","
                            90 minutes
                        ","
                        Warner Bros.
                    ","
                Richard Conte
            ","
                Anne Baxter
            ","
                Ann Sothern
            ","
                Raymond Burr
            ","
                Jeff Donnell
            ","
                Richard Erdman
            ","
                                The Blue Gardenia
                            ",1953,No consensus yet.,"
                        
                        Classics, 
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",80,15,60,1,133014,6.75,0,5,3.47,102,67,167,https://www.rottentomatoes.com/m/blue_gardenia
"
                Tennessee Williams' Suddenly, Last Summer is a domestic drama concerning homosexuality, insanity and cannibalism. Brain surgeon Montgomery Clift is summoned to the home of fabulously wealthy Katharine Hepburn, who wants to have her daughter-in-law Elizabeth Taylor lobotomized. Recently released from an asylum to Hepburn's care, Taylor suffers from horrific nightmares and unpredictable bursts of violent behavior. As it turns out, Taylor is harboring an awful secret concerning Hepburn's late, beloved son--a secret that Hepburn intends to keep from the world, even at the expense of Taylor's life. The explanatory flashback is as lurid a piece of filmmaking as ever emerged from the supposedly white-bread 1950s. Reportedly, Hepburn so despised Mankiewicz that she spit in the director's eye on the last day of filming.
            ","NR
                    ",Joseph L. Mankiewicz,NA,NA,Gore Vidal,Tennessee Williams,NA,NA,"Dec 22, 1959
                        ","Aug 15, 2000
                        ","
                            114 minutes
                        ","
                        Sony Pictures Home Entertainment
                    ","
                Elizabeth Taylor
            ","
                Katharine Hepburn
            ","
                Montgomery Clift
            ","
                Mercedes McCambridge
            ","
                Albert Dekker
            ","
                Gary Raymond
            ","
                                Suddenly, Last Summer
                            ",1959,No consensus yet.,"
                        
                        Classics, 
                        
                        Drama, 
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",65,20,83,6,133544,7.55,4,5,3.97,958,194,932,https://www.rottentomatoes.com/m/suddenly_last_summer
"
                The Big Combo is a nervous, claustrophobic gangster picture directed by the always fascinating Joseph H. Lewis. Cornel Wilde is an honest 90-buck-per-week cop who runs afoul of mob boss Richard Conte. Failing to bribe Wilde into laying off, Conte has the cop beaten up by his thugs. Wilde persists, even daring to pay attention to Conte's mistress Jean Wallace. Wilde eventually comes by the evidence he needs to bring the law down of Conte's operation. The best scene in the film -- indeed, one of the best sequences in all of film noir -- is the murder of mob flunkey Brian Donlevy, whose assassins thoughtfully turn off his hearing aid before administering the fatal shots (the scene is played in utter silence!) The most interesting aspect of The Big Combo is that, while Richard Conte is despicable through and through, he behaves throughout as if he is being victimized, managing to stir up a tiny bit of audience sympathy in the process.
            ","PG
                    ",Joseph H. Lewis,NA,NA,Philip Yordan,NA,NA,NA,"Feb 13, 1955
                        ","Oct 4, 2005
                        ","
                            87 minutes
                        ","
                        All Channel Films
                    ","
                Cornel Wilde
            ","
                Brian Donlevy
            ","
                Richard Conte
            ","
                Jean Wallace
            ","
                Robert Middleton
            ","
                Lee Van Cleef
            ",The Big Combo,NA,No consensus yet.,"
                        
                        Classics, 
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",92,13,81,2,132011,7.04,6.62,4,3.86,242,56,202,https://www.rottentomatoes.com/m/big_combo
"
                Based on a James Michener epic, this provocative and realistic Korean war drama (which contains a strong anti-war message) chronicles the courage of a pilot and his crew as they attempt to fly into North Korean territory and bomb strategically important bridges. Much of the story was filmed on location in Tokyo and on the China Sea. The film earned Oscars for its special effects and film editing.
            ","NR
                    ",Mark Robson,NA,NA,Valentine Davies,NA,NA,NA,"Jan 1, 1954
                        ","May 22, 2001
                        ","
                            102 minutes
                        ","
                        Paramount Pictures
                    ","
                Fredric March
            ","
                William Holden
            ","
                Grace Kelly
            ","
                Mickey Rooney
            ","
                Charles McGraw
            ","
                Robert Strauss
            ","
                                The Bridges at Toko-Ri
                            ",1954,No consensus yet.,"
                        
                        Action & Adventure, 
                        
                        Classics, 
                        
                        Drama, 
                        
                        Romance
                        
                    ",80,10,61,1,133062,6.76,0,0,3.53,124,79,201,https://www.rottentomatoes.com/m/bridges_at_tokori
"
                Leo McCarey's frequently-remade romantic comedy stars Charles Boyer and Irene Dunne, two cruise ship travelers who fall instantly in love despite the fact that both are already engaged to other people. After their trip, they resolve to meet six months later at the top of the Empire State Building, but their plans are disrupted by fate.
            ","G
                    ",Leo McCarey,NA,NA,Delmer Daves,Donald Ogden Stewart,Leo McCarey,NA,"Mar 16, 1939
                        ","Jun 12, 1998
                        ","
                            87 minutes
                        ","
                        Madacy Entertainment
                    ","
                Irene Dunne
            ","
                Charles Boyer
            ","
                Maria Ouspenskaya
            ","
                Astrid Allwyn
            ","
                Maurice Moscovich
            ","
                Lee Bowman
            ","
                                Love Affair
                            ",1939,No consensus yet.,"
                        
                        Classics, 
                        
                        Comedy, 
                        
                        Drama, 
                        
                        Romance
                        
                    ",86,7,71,1,135424,8.14,0,0,3.76,168,67,196,https://www.rottentomatoes.com/m/love_affair_1939
"
                The Narrow Margin is generally considered a ""model"" B picture; some film buffs go farther than that, labelling this 1952 RKO suspenser as the best low-budget studio production ever made. Nail-hard detective Walter Brown (Charles McGraw) is assigned to protect gangster's widow Mrs. Neall (Marie Windsor) as she rides the train from Chicago to LA, en route to testifying at a grand jury. There's no love lost between the ill-tempered Neall and Brown, especially since Brown's partner (Don Beddoe) was killed by mobsters while shielding Neall from harm. On the train, Brown makes the acquaintance of a likeable woman (Jacqueline White) and her playful young son. He also comes in contact with a rather secretive fat man (Paul Maxey), who may well be a mob assassin. Not long before the train pulls into California, Brown is approached by small-time crook (Peter Brocco), who offers the detective a great deal of money if he'll permit Neall to be silenced. Brown appears to be tempted, but this is only a smokescreen to throw the crooks off the trail. The Narrow Margin was remade (and unnecessarily padded and attenuated) in 1990.
            ","NR
                    ",Richard Fleischer,NA,NA,Earl Felton,Martin Goldsmith,NA,NA,"May 4, 1952
                        ","Jul 5, 2005
                        ","
                            71 minutes
                        ","
                        Warner Home Video
                    ","
                Charlie MacGraw
            ","
                Charles McGraw
            ","
                Marie Windsor
            ","
                Jacqueline White
            ","
                Gordon Gebert
            ","
                Queenie Leonard
            ","
                                The Narrow Margin
                            ",1952,No consensus yet.,"
                        
                        Classics, 
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",100,10,88,1,133037,8.14,0,0,3.95,235,32,134,https://www.rottentomatoes.com/m/10004890-narrow_margin
"
                One of the greatest war films ever made, this film still retains considerable power when compared with today's more explicit offerings. Fuller regular Gene Evans plays a tough-as-nails sergeant who, because of his helmet, is the sole survivor of an ambush during the Korean War. He is helped through the wilderness by an orphan (William Chun as Short Round) and led to a new platoon that faces even greater dangers.
            ","NR
                    ",Samuel Fuller,NA,NA,Samuel Fuller,NA,NA,NA,"Feb 2, 1951
                        ","Aug 21, 2007
                        ","
                            84 minutes
                        ","
                        Criterion Collection
                    ","
                Gene Evans
            ","
                Robert Hutton
            ","
                Steve Brodie
            ","
                James Edwards
            ","
                Richard Loo
            ","
                Sid Melton
            ",The Steel Helmet,NA,No consensus yet.,"
                        
                        Action & Adventure, 
                        
                        Classics, 
                        
                        Drama
                        
                    ",100,15,86,801,132041,7.85,7.5,2,4,199,31,147,https://www.rottentomatoes.com/m/steel_helmet
"
                Johanna Spyri's perennial children's favorite Heidi was retailored to the talents of Shirley Temple, resulting in one of her best vehicles. Orphaned early in the proceeding, Heidi is left in the care of her bitter, misanthropic grandfather Adolph Kramer (Jean Hersholt). It doesn't take long before the sweet little child has melted grandpa's hardened heart, and the two ""outcasts"" become inseparable. But things take a sinister turn when Heidi's cruel and avaricious aunt (Mady Christians) kidnaps the girl and sells her into servitude in the home of wealthy Segemann (Sidney Blackmer). Making the best of the situation, Heidi befriends Segemann's invalid daughter Klara (Marcia Mae Jones), encouraging the girl to walk unassisted for the first time in years. The grateful Segeman promises to reunite Heidi with her grandfather, but Jones's wicked governess Fraulein Rottenmeier (Mary Nash) contrives to keep the girl and her grandpa separated once more -- until the very, very last moment! Perhaps feeling that the Alpine setting of Heidi did not allow Shirley Temple full scope for her musical talents, the screenwriters contrived to include a dream sequence, wherein Heidi imagines herself to be in Holland and clogs to the tune of ""In My Little Wooden Shoes.""
            ","G
                    ",Allan Dwan,NA,NA,Julien Josephson,Walter Ferris,NA,NA,"Oct 15, 1937
                        ","Jan 29, 2002
                        ","
                            88 minutes
                        ","
                        Twentieth Century Fox Home Entertainment
                    ","
                Shirley Temple
            ","
                Jean Hersholt
            ","
                Pauline Moore
            ","
                Arthur Treacher
            ","
                Helen Westley
            ","
                Thomas Beck
            ","
                                Heidi
                            ",1937,No consensus yet.,"
                        
                        Action & Adventure, 
                        
                        Classics, 
                        
                        Drama, 
                        
                        Kids & Family
                        
                    ",100,16,74,18,132997,7.48,7.5,2,3.84,400,139,1069,https://www.rottentomatoes.com/m/1009437-heidi
"
                Leslie Caron plays Gigi, a young girl raised by two veteran Parisian courtesans (Hermione Gingold and Isabel Jeans) to be the mistress of wealthy young Gaston (Louis Jourdan). When Gaston falls in love with Gigi and asks her to be his wife, Jeans is appalled: never has anyone in their family ever stooped to anything so bourgeois as marriage! Weaving in and out of the story is Maurice Chevalier as an aging boulevardier who, years earlier, had been in love with Gingold's character. Chevalier gets most of the best Lerner & Loewe tunes, including Thank Heaven for Little Girls, I'm Glad I'm Not Young Any More, and his matchless duet with Gingold, I Remember it Well. Caron's best number (dubbed by Betty Wand) is The Night They Invented Champagne while Jourdan gets the honor of introducing the title song. Filmed on location in Paris, Gigi won several Oscars, including Best Picture; it also represented the successful American movie comeback of Chevalier, who thanks to this film was ""forgiven"" for his reputed collaboration with the Nazis during World War II. ~ Hal Erickson, Rovi
            ","G
                    ",Vincente Minnelli,NA,NA,Alan Jay Lerner,Frederick Loewe,NA,NA,"May 1, 1958
                        ","Apr 27, 1999
                        ","
                            116 minutes
                        ","
                        MGM Home Entertainment
                    ","
                Leslie Caron
            ","
                Louis Jourdan
            ","
                Maurice Chevalier
            ","
                Hermione Gingold
            ","
                Eva Gabor
            ","
                Isabel Jeans
            ","
                                Gigi
                            ",1958,"It may not be one of Vincente Minnelli's best, but the charming and flawlessly acted Gigi still offers enough visual and musical treats to satisfy.","
                        
                        Classics, 
                        
                        Comedy, 
                        
                        Musical & Performing Arts, 
                        
                        Romance
                        
                    ",80,35,74,20,132978,7.53,8.75,8,3.84,1951,682,2617,https://www.rottentomatoes.com/m/gigi
"
                Burned-out British intellectual Alan Squier (Leslie Howard) wanders into the desert service station/restaurant owned by Jason Maple (Porter Hall). Alan finds himself an object of fascination for Jason's starry-eyed daughter, Gabrielle Bette Davis, who dreams of moving to France and establishing herself. Boze Hertzlinger (Dick Foran), Gabrielle's gas-jockey boyfriend, grows jealous of Alan, but the penniless, dissipated Briton has no intention of settling down; in fact, as soon as he mooches a ride from wealthy tourists Mr. and Mrs. Chisholm (Paul Harvey and Genevieve Tobin), he's on his way out of Gabrielle's life...or so everyone thinks. Later that same day, Alan, Gabrielle, Jason, Boze, and Mr. and Mrs. Chisholm are huddled together in the selfsame restaurant, held at gunpoint by Dillinger-like desperado Duke Mantee (Humphrey Bogart) and his gang. Alan seems indifferent to the danger, toasting Duke as ""the last great apostle of rugged individualism."" Sensing an opportunity to give his life meaning, Alan takes Duke aside, begging the outlaw to kill him so that Gabrielle can travel to Paris on the money provided by Alan's insurance policy. When the police converge on the restaurant, Duke announces that he intends to use Mr. and Mrs. Chisholm as a shield in order to make his escape. Alan tries to stop him, receiving a bullet in the belly for his troubles. ""So long, pal,"" growls Duke fatalistically, moments before his own death, ""I'll be seein' ya soon."" Alan dies in Gabrielle's arms, secure in the knowledge that, alone among the film's principals, she will be able to escape the trap of her existence. When originally presented on Broadway, Robert E. Sherwood's The Petrified Forest starred Leslie Howard and Humphrey Bogart. Warner Bros. intended to cast Edward G. Robinson in Duke's role, only to be thwarted by Howard, who told the studio that he himself would drop out of the project if Bogart wasn't retained. The film proved to be just the break that Bogart needed; years later, he expressed his undying gratitude to Howard by naming his daughter Leslie Bogart. One year after The Petrified Forest, Humphrey Bogart and Leslie Howard co-starred in The Stand-In. ~ Hal Erickson, Rovi
            ","NR
                    ",Archie Mayo,NA,NA,Charles Kenyon,Delmer Daves,NA,NA,"Feb 8, 1936
                        ","Jan 25, 2005
                        ","
                            83 minutes
                        ","
                        WARNER BROTHERS PICTURES
                    ","
                Leslie Howard
            ","
                Bette Davis
            ","
                Humphrey Bogart
            ","
                Dick Foran
            ","
                Genevieve Tobin
            ","
                Joe Sawyer
            ","
                                The Petrified Forest
                            ",1936,No consensus yet.,"
                        
                        Classics, 
                        
                        Drama, 
                        
                        Romance
                        
                    ",100,11,80,4,133501,7.58,0,0,3.89,625,157,607,https://www.rottentomatoes.com/m/the_petrified_forest
"
                As if one Jerry Lewis wasn't enough, The Family Jewels offers no fewer than seven Jerrys. Fans of Lewis will like the film. Others should be advised to steer clear of any and all French film festivals. The plot revolves around nine-year-old Donna Peyton (Donna Butterworth), who stands to inherit 30 million dollars. The catch: Donna must pick a new daddy from her late father's six closest male relatives. Lewis spends most of the film playing family chauffeur Willard Woodward, whom Donna loves above all others. He also portrays snaggle-toothed gangster ""Bugs"" Peyton, hirsute sea captain James Peyton, flying fool Captain Eddie Peyton, cynical clown Everett Peyton, Holmes-like detective Skylock Peyton (whose ""Dr. Matson"" is corpulent Sebastian Cabot), and photographer Julius Peyton (a reprise of Lewis' Nutty Professor character Julius Kelp). Though fitfully amusing, The Family Jewels is too sloppily put together to completely satisfy anyone other than Lewis' most fervent fans. Best bits: the in-flight movie starring Anne Baxter, the marathon pool game, and Bugs Peyton's outrage at being called a rat fink.
            ","NR
                    ",Jerry Lewis,NA,NA,Jerry Lewis,Bill Richmond,NA,NA,"Jul 1, 1965
                        ","May 8, 2007
                        ","
                            100 minutes
                        ","
                        Paramount Pictures
                    ","
                Jerry Lewis
            ","
                Donna Butterworth
            ","
                Sebastian Cabot
            ","
                Milton Frome
            ","
                Gene Baylos
            ","
                Herbie Faye
            ","
                                The Family Jewels
                            ",1965,No consensus yet.,"
                        
                        Classics, 
                        
                        Comedy
                        
                    ",80,5,72,1,132958,6.62,0,1,3.82,101,39,142,https://www.rottentomatoes.com/m/family_jewels
"
                Inspired by the novel The Viking by Edison Marshall, The Vikings was lensed on location in Norway under extremely adverse weather conditions. Adding to the difficulty was the fact that star Kirk Douglas and director Richard Fleischer never quite found a common ground, and for years thereafter would hold each other responsible for the film's falling short of its potential. Still, the finished product is quite a feast for the eyes and ears. Douglas, the son of Viking leader Ernest Borgnine, carries on a film-length feud with slave Tony Curtis, who, though he does not realize it, is actually his illegitimate son. This personal battle comes to a head when Douglas and Curtis both lay claim on captured English princess Janet Leigh. The scene everyone remembers in The Vikings finds Borgnine, at the mercy of wicked monarch Frank Thring, defiantly throwing himself into a pit of ravenous wolves. Launched into distribution with one of the splashiest ad campaigns in United Artists' history, The Vikings proved an enormous success; it inspired the 1959 TV series Tales of the Vikings, which utilized the film's props, costumes and scale-model ships. In 1964, The Vikings served as the inagural presentation of ABC's Sunday Night Movie series.
            ","G
                    ",Richard Fleischer,NA,NA,Calder Willingham,Dale Wasserman,NA,NA,"Jun 28, 1958
                        ","May 7, 2002
                        ","
                            116 minutes
                        ","
                        MGM Home Entertainment
                    ","
                Kirk Douglas
            ","
                Tony Curtis
            ","
                Janet Leigh
            ","
                Ernest Borgnine
            ","
                James Donald
            ","
                Alexander Knox
            ","
                                The Vikings
                            ",1958,"Despite moments of excess, The Vikings has enough balance in its larger-than-life action sequences and characters to entertain.","
                        
                        Action & Adventure, 
                        
                        Classics, 
                        
                        Drama
                        
                    ",76,21,73,5,132967,6.4,5.5,4,3.74,510,188,540,https://www.rottentomatoes.com/m/vikings
"
                The first person the audience sees in Ship of Fools is dwarf Michael Dunn, who speaks to viewers directly and acts as a Greek chorus throughout the film. It begins on the deck of an ocean liner travelling from Vera Cruz to Bremerhaven. The time is the 1930s, so close and yet so far from war. The cross-section of humanity on board includes ship's doctor Oscar Werner, Spanish political activist Simone Signoret, aging coquette Vivien Leigh, hedonistic baseball player Lee Marvin, philosophical Jew Heinz Ruhmann, a smattering of pro- and anti-Hitlerites (Jose Ferrer plays the nastiest and most vocal ""pro"") and young lovers George Segal and Elizabeth Ashley. Yes, it's Grand Hotel at sea, a feast for stargazers and an endurance test for those who aren't comfortable with non-stop speechmaking. Despite such lines as ""What can the Nazis do? Kill all six million of us?,"" Ship of Fools manages to stay afloat throughout its 148 minutes. Michael Dunn was nominated for an Academy Award for his interlocutory characterization; the rest of the performances range from brilliant to merely filling up the room. Other Oscars were presented to cinematographer Ernest Lazslo and to the art-direction staff. Ship of Fools was adapted by Abby Mann from the novel by Katharine Ann Porter.
            ","NR
                    ",Stanley Kramer,NA,NA,Abby Mann,Stanley Kramer,NA,NA,"Jul 29, 1965
                        ","Dec 2, 2003
                        ","
                            52 minutes
                        ","
                        Columbia Pictures
                    ","
                Simone Signoret
            ","
                Oskar Werner
            ","
                Vivien Leigh
            ","
                Lee Marvin
            ","
                Jos Ferrer
            ","
                Elizabeth Ashley
            ","
                                Ship of Fools
                            ",1965,No consensus yet.,"
                        
                        Classics, 
                        
                        Documentary, 
                        
                        Drama, 
                        
                        Romance
                        
                    ",72,18,78,1,136882,6.7,4.33,4,3.81,154,42,190,https://www.rottentomatoes.com/m/ship_of_fools
"
                Adapted by Philip Dunne from the novel by Irving Stone, The Agony and the Ecstacy is the story of the 16th century war of wills between Renaissance artist Michelangelo (Charlton Heston) and ""warrior pope"" Julius II (Rex Harrison). Commissioned to paint a religious fresco on the ceiling of the Sistine Chapel, the independent-minded Michelangelo balks at the assignment. He is virtually strongarmed into accepting the job by Pope Julius, who wants to leave something for future generations to remember him by. Director Carol Reed deftly juggles screen time between the Pope's activities on the battlefield and Michelangelo's slow, arduous completion of his monumental task. The film also gingerly approaches the subject of Michelangelo's sexual orientation vis-a-vis his relationship with the Contessina de Medici (Diane Cilento). Too long and limited in subject matter to score at the box office, The Agony and the Ecstacy holds up pretty well when seen today, especially when viewed in a wide-screen print. ~ Hal Erickson, Rovi
            ","NR
                    ",Carol Reed,NA,NA,Philip Dunne,Carol Reed,NA,NA,"Sep 16, 1965
                        ","Feb 22, 2005
                        ","
                            140 minutes
                        ","
                        Twentieth Century Fox Home Entertainment
                    ","
                Rex Harrison
            ","
                Charlton Heston
            ","
                Diane Cilento
            ","
                Adolfo Celi
            ","
                Harry Andrews
            ","
                Alberto Lupo
            ","
                                The Agony and the Ecstasy
                            ",1965,No consensus yet.,"
                        
                        Classics, 
                        
                        Drama
                        
                    ",86,7,79,3,132537,6.57,0,0,3.8,351,96,429,https://www.rottentomatoes.com/m/agony_and_the_ecstasy
"
                In this film, a murdered corpse is found at the chateau of millionaire Benjamin Ballon. Inspector Clouseau is sent to investigate, but chief inspector Charles Dreyfus is loathe to allow the bumbling Sellers near the case. While Dreyfus barely tolerates Clouseau's idiotic antics, Clouseau tends to the case at hand.
            ","PG
                    ",Blake Edwards,NA,NA,Blake Edwards,William Peter Blatty,NA,NA,"Jun 23, 1964
                        ","Aug 15, 2001
                        ","
                            101 minutes
                        ","
                        MGM Home Entertainment
                    ","
                Peter Sellers
            ","
                Elke Sommer
            ","
                George Sanders
            ","
                Herbert Lom
            ","
                Tracy Reed
            ","
                Graham Stark
            ",A Shot in the Dark,NA,"A Shot in the Dark is often regarded as the best of the Pink Panther sequels, and Peter Sellers gives a top-notch performance that makes slapstick buffoonery memorable.","
                        
                        Classics, 
                        
                        Comedy, 
                        
                        Drama
                        
                    ",94,31,87,17,133011,7.97,8,4,4.11,1999,301,1782,https://www.rottentomatoes.com/m/1018909-shot_in_the_dark
"
                Several Hollywood insiders felt that Jimmy Stewart had overestimated his box office appeal when he agreed to appear in Winchester '73 not for his usual salary, but for a percentage of the film's gross profits. No one was doubting Stewart's sagacity when Winchester '73 proved to be one of the most successful westerns in years, and soon every major star was jumping on the profits-percentage bandwagon. The film itself is the story of a longstanding blood feud; the film's centerpiece is a prized Winchester rifle. Hardbitten loner Stewart rides into Dodge City, where he participates in a Fourth of July shooting contest to win the coveted rifle. Stewart's principal opponent is surly Stephen McNally, for whom Stewart holds an unexplained hatred. Stewart wins, but McNally steals the rifle and heads for the hills. As Stewart conducts a long, grim search for the stolen weapon, it passes through several hands, notably the grimy ones of outlaw Dan Duryea. After the gun has come full circle, we learn that Stewart is McNally's brother, and that McNally had killed their father. The errant brother is himself killed in the final shootout while using the selfsame Winchester. Winchester '73 was not only a goldmine at the box office, but it also established a harmonious relationship between James Stewart and director Anthony Mann, who would guide Stewart through two subsequent no-nonsense adventure films, Bend of the River (1952) and The Far Country (1955). Based on a story by Stuart N. Lake, Winchester '73 would be indifferently remade for TV in 1967.
            ","NR
                    ",Anthony Mann,NA,NA,Robert L. Richards,Borden Chase,NA,NA,"Jul 12, 1950
                        ","May 6, 2003
                        ","
                            92 minutes
                        ","
                        Universal Pictures
                    ","
                James Stewart
            ","
                Dan Duryea
            ","
                Shelley Winters
            ","
                Stephen McNally
            ","
                Millard Mitchell
            ","
                Charles Drake
            ","
                                Winchester '73
                            ",1950,No consensus yet.,"
                        
                        Classics, 
                        
                        Western
                        
                    ",100,26,86,5,133476,8.57,10,6,3.96,693,114,588,https://www.rottentomatoes.com/m/1023739-winchester_73
"
                Despite its title, this is a well-regarded sci-fi effort from Gene Fowler about an alien race who comes to Earth to repopulate their own planet.
            ","NR
                    ",Gene Fowler Jr.,NA,NA,Louis Vittes,NA,NA,NA,"Jan 1, 1958
                        ","Sep 14, 2004
                        ","
                            77 minutes
                        ","
                        Paramount Pictures
                    ","
                Tom Tryon
            ","
                Gloria Talbott
            ","
                Ken Lynch
            ","
                John Eldredge
            ","
                Jean Carson
            ","
                Peter Baldwin
            ","
                                I Married a Monster from Outer Space
                            ",1958,No consensus yet.,"
                        
                        Classics, 
                        
                        Science Fiction & Fantasy
                        
                    ",86,14,57,1,134106,6.35,0,0,3.46,50,37,168,https://www.rottentomatoes.com/m/i_married_a_monster_from_outer_space
"
                After an anonymous patron provides him with an income, orphaned Pip sets out for the life of a young gentleman. But soon a criminal to whom Pip once showed kindness resurfaces, leading to some surprising revelations. Director David Lean has created a moving, well-crafted adaptation of Charles Dickens' classic novel.
            ","NR
                    ",David Lean,NA,NA,David Lean,Anthony Havelock-Allan,Ronald Neame,Kay Walsh,"Jun 7, 1947
                        ","Jan 12, 1999
                        ","
                            118 minutes
                        ","
                        Universal Pictures
                    ","
                John Mills
            ","
                Valerie Hobson
            ","
                Jean Simmons
            ","
                Anthony Wager
            ","
                Bernard Miles
            ","
                Finlay Currie
            ","
                                Great Expectations
                            ",1947,"Furnished with striking visual detail and told with great narrative economy by director David Lean, Great Expectations is an exemplary adaptation of Charles Dickens' dense and episodic novel.","
                        
                        Classics, 
                        
                        Drama
                        
                    ",100,27,88,9,132514,8.38,8.4,6,4.15,1251,175,1857,https://www.rottentomatoes.com/m/great_expectations_1947
