description,rating,director1,director2,director3,writer1,writer2,writer3,writer4,releasedate,streamdate,runtime,studio,cast1,cast2,cast3,cast4,cast5,cast6,title,year,critics_consensus,genre,tomatometer,tomatometer_review_count,audience_meter,audience_review_count,js_dump_index,avg_score,avg_score_top_critics,top_critics_review_count,avg_score_audience,audience_liked_count,audience_disliked_count,want_to_see_count,pageLink
"
                Six Iranian girls disguise themselves as boys in order to enter Tehran's Azadi Stadium to watch the 2006 World Cup Asian zone qualifier between Iran and Bahrain. However, their presence is discovered and they are arrested one by one.
            ","PG (for language throughtout, and some thematic elements)
                    ",Jafar Panahi,NA,NA,Jafar Panahi,Shadmehr Rastin,NA,NA,"Feb 17, 2006
                        ","Aug 28, 2007
                        ","
                            91 minutes
                        ","
                        Sony Pictures Classics
                    ","
                Sima Mobarak Shahi
            ","
                Sima Mobarakshai
            ","
                Safar Samandar
            ","
                Shayesteh Irani
            ","
                M. Kheyrabadi
            ","
                Mohamad Kheirabadi
            ",Offside,NA,"A spirited film that explores gender politics with comedy, intelligence, and a variety of interesting characters.","
                        
                        Art House & International, 
                        
                        Comedy, 
                        
                        Drama
                        
                    ",94,83,74,5,140496,7.96,8.24,29,3.7,686,246,840,https://www.rottentomatoes.com/m/offside
"
                The most personal project to date from Academy Award (R)-winning director and writer Alfonso Cuarn (Gravity, Children of Men, Y Tu Mama Tambien), ROMA follows Cleo (Yalitza Aparicio), a young domestic worker for a family in the middle-class neighborhood of Roma in Mexico City. Delivering an artful love letter to the women who raised him, Cuarn draws on his own childhood to create a vivid and emotional portrait of domestic strife and social hierarchy amidst political turmoil of the 1970s. Cuarn's first project since the groundbreaking Gravity in 2013, ROMA will be available in theaters and on Netflix later this year.
            ","R (for graphic nudity, some disturbing images, and language)
                    ",Alfonso Cuarn,NA,NA,Alfonso Cuarn,NA,NA,NA,"Nov 21, 2018
                        ","Dec 14, 2018
                        ","
                            135 minutes
                        ","
                        Netflix
                    ","
                Yalitza Aparicio
            ","
                Marina de Tavira
            ","
                Diego Cortina Autrey
            ","
                Carlos Peralta
            ","
                Marco Graf
            ","
                Nancy Garca Garca
            ",Roma,NA,"Roma finds writer-director Alfonso Cuarn in complete, enthralling command of his visual craft - and telling the most powerfully personal story of his career.","
                        
                        Drama
                        
                    ",95,377,72,5,134869,8.96,9.45,56,3.71,2774,1092,4407,https://www.rottentomatoes.com/m/roma_2018
"
                Screenwriter Dixon Steele, faced with the odious task of scripting a trashy bestseller, has hatcheck girl Mildred Atkinson tell him the story in her own words. Later that night, Mildred is murdered and Steele is a prime suspect. His record of belligerence when angry and his macabre sense of humor tell against him. Fortunately, lovely neighbor Laurel Gray gives him an alibi. Laurel proves to be just what Steele needs, and their friendship ripens into love. Will suspicion, doubt and Steele's inner demons come between them?
            ","NR
                    ",Nicholas Ray,NA,NA,Andrew Solt,Edmund H. North,NA,NA,"May 17, 1950
                        ","Mar 18, 2003
                        ","
                            93 minutes
                        ","
                        Columbia Pictures
                    ","
                Humphrey Bogart
            ","
                Gloria Grahame
            ","
                Carl Benton Reid
            ","
                Frank Lovejoy
            ","
                Art Smith
            ","
                Jeff Donnell
            ","
                                In a Lonely Place
                            ",1950,"Led by extraordinary performances from Humphrey Bogart and Gloria Grahame, In a Lonely Place is a gripping noir of uncommon depth and maturity.","
                        
                        Classics, 
                        
                        Drama, 
                        
                        Mystery & Suspense, 
                        
                        Romance
                        
                    ",98,42,90,6,133537,8.82,8.29,8,4.18,1385,162,1020,https://www.rottentomatoes.com/m/in_a_lonely_place
"
                Angel LaMere is released from juvenile detention on the eve of her 18th birthday. Haunted by her past, Angel embarks on a journey with her 10 year-old sister to avenge her mother's death.
            ","NR
                    ",Jordana Spiro,NA,NA,Jordana Spiro,Angelica Nwandu,NA,NA,"Aug 3, 2018
                        ","Aug 3, 2018
                        ","
                            87 minutes
                        ","
                        Samuel Goldwyn Films
                    ","
                Dominique Fishback
            ","
                John Earl Jelks
            ","
                Max Casella
            ","
                Tatum Marilyn Hall
            ","
                Erin Darke
            ","
                James McDaniel
            ",Night Comes On,NA,"Steadily drawing viewers into its harrowing tale with equal parts grim intensity and startling compassion, Night Comes On heralds the arrivals of debuting director Jordan Spiro and her magnetic young stars.","
                        
                        Drama
                        
                    ",100,47,82,375,139814,7.69,7.17,11,3.99,54,12,442,https://www.rottentomatoes.com/m/night_comes_on
"
                In this unusual, visually stunning, and dramatically compelling film, Anglican nuns attempt to establish a school and hospital in the Himalayas in buildings that formerly housed a harem. But the sisters find the sensual atmosphere unsettling, and eventually sexual attraction to the ruling general's ruggedly handsome agent leads to tragedy.
            ","NR
                    ",Michael Powell,Emeric Pressburger,NA,Michael Powell,Emeric Pressburger,NA,NA,"Aug 1, 1947
                        ","Jan 30, 2001
                        ","
                            101 minutes
                        ","
                        Universal International Pictur
                    ","
                Deborah Kerr
            ","
                Sab
            ","
                David Farrar
            ","
                Flora Robson
            ","
                Jean Simmons
            ","
                Esmond Knight
            ",Black Narcissus,NA,No consensus yet.,"
                        
                        Classics, 
                        
                        Drama, 
                        
                        Faith & Spirituality
                        
                    ",100,32,88,7,133987,8.83,8.5,9,4.2,1523,200,1185,https://www.rottentomatoes.com/m/black_narcissus
"
                Writer/director/producer James L. Brooks scores on all counts with this clear-eyed look at the television news business and the dysfunctional types who work in it. Brooks' intelligent script introduces us to Jane Craig (Holly Hunter), an ambitious producer at the network news division's Washington D.C. branch, who is calm under fire yet has a good cry at her desk every morning over her empty personal life. Jane works well with Aaron Altman (Albert Brooks), an excellent reporter who lacks the visual charisma to make him a star. Into their lives comes Tom Grunick (William Hurt), a regional newscaster who admits he can't write news and doesn't understand many of the events he's covering, but has the presence and physical appeal that the increasingly entertainment-oriented network wants for its news programs. Jane is also physically attracted to him, which drives her crazy, because Grunick stands for everything she's fighting against in the news business, while Altman is devastated by her attraction because he secretly yearns for Jane. As Grunick becomes a rising star at the network, and layoffs of the old guard loom, the three leads deal with their feelings for each other, their careers, and their values. Hunter, Hurt, and Brooks are all superb, as is the excellent supporting cast (including an unbilled turn by Jack Nicholson as the network's smarmy national anchor). Brooks' script is funny, poignant, gritty, and brutally honest in its examinations of the television industry and the ways in which professionals interact on and off the job. ~ Don Kaye, Rovi
            ","R (adult situations/language, nudity)
                    ",James L. Brooks,James A. Brooks,NA,James L. Brooks,NA,NA,NA,"Dec 16, 1987
                        ","Oct 5, 1999
                        ","
                            132 minutes
                        ","
                        Twentieth Century Fox Home Entertainment
                    ","
                William Hurt
            ","
                Holly Hunter
            ","
                Albert Brooks
            ","
                Jack Nicholson
            ","
                Robert Prasky
            ","
                Robert Prosky
            ",Broadcast News,NA,"Blockbuster dramatist James L. Brooks delivers with Broadcast News, fully entertaining with deft, deep characterization.","
                        
                        Comedy, 
                        
                        Drama
                        
                    ",98,51,78,10,134884,8.27,8,11,3.87,1883,515,1788,https://www.rottentomatoes.com/m/broadcast_news
"
                For his feature debut, writer-director Damien Chazelle has fashioned a contemporary musical, shot in 16 mm black-and-white on the streets of Boston and New York. During the film's opening credits, we learn that Guy (professional musician Jason Palmer), a trumpet player, and Madeline (Desiree Garcia), a grad student looking for work, have broken up. The film then flashes back briefly to show how Guy's dalliance with Elena (Sandha Khin), an outgoing young woman he met on the subway, caused the breakup. The film follows Guy and Madeline as they try to make their way, post-breakup. Guy continues to play his gigs, though Elena doesn't seem quite as interested in his music as Madeline was. Madeline finds a job at the Summer Shack restaurant, pines for Guy, but eventually decides to leave Boston for New York. Guy and Madeline on a Park Bench features music by Justin Hurwitz and a score recorded by the Bratislava Symphony Orchestra. Chazelle, who is also a jazz drummer (he appears briefly in the film), originally made the film as a short for his senior thesis at Harvard, where he studied under documentary filmmaker Robb Moss. Chazelle and his cast and crew worked on the film for three years, as financing permitted, to expand it into a feature. Guy and Madeline on a Park Bench had its world premiere at the 2009 Tribeca Film Festival, where it was shown in the Discovery section.
            ","NR
                    ",Damien Chazelle,NA,NA,Damien Chazelle,NA,NA,NA,"Nov 5, 2010
                        ","May 3, 2011
                        ","
                            82 minutes
                        ","
                        Variance Films
                    ","
                Jason Palmer
            ","
                Desiree Garcia
            ","
                Sandha Khin
            ","
                Frank Garvin
            ","
                Andre Hayward
            ","
                Alma Prelec
            ",Guy and Madeline on a Park Bench,NA,"Bursting with scrappy energy and shot with preternatural skill, Guy and Madeline on a Park Bench is an auspicious debut for director Damien Chazelle.","
                        
                        Drama, 
                        
                        Musical & Performing Arts
                        
                    ",91,23,47,1,135422,7.43,8.09,10,3.21,60,67,437,https://www.rottentomatoes.com/m/guy-and-madeline-on-a-park-bench
"
                Ireland 1919: workers from field and country unite to form volunteer guerrilla armies to face the ruthless 'Black and Tan' squads that are being shipped from Britain to block Ireland's bid for independence. Driven by a deep sense of duty and a love for his country, Damien abandons his burgeoning career as a doctor and joins his brother, Teddy, in a dangerous and violent fight for freedom. As the freedom fighters' bold tactics bring the British to breaking point, both sides finally agree to a treaty to end the bloodshed. But, despite the apparent victory, civil war erupts and the families, who fought side by side, find themselves pitted against one another as sworn enemies, putting their loyalties to the ultimate test.
            ","NR
                    ",Ken Loach,NA,NA,Paul Laverty,NA,NA,NA,"Mar 16, 2007
                        ","Sep 4, 2007
                        ","
                            126 minutes
                        ","
                        IFC First Take
                    ","
                Cillian Murphy
            ","
                Padraic Delaney
            ","
                Liam Cunningham
            ","
                Orla Fitzgerald
            ","
                Mary Riordan
            ","
                Mary Murphy
            ",The Wind That Shakes the Barley,NA,"Bleak and uncompromising, but director Ken Loach brightens his film with gorgeous cinematography and tight pacing, and features a fine performance from Cillian Murphy.","
                        
                        Drama
                        
                    ",90,116,87,36,138653,7.69,7.45,36,4.1,6464,977,8650,https://www.rottentomatoes.com/m/wind_that_shakes_the_barley
"
                Italian maestro Federico Fellini's first international success is a nakedly autobiographical film that bears many of the formal and thematic concerns that recur throughout his work. Set in the director's hometown of Rimini, I Vitelloni follows the lives of five young vitelloni, or layabouts, who while away their listless days in their small seaside village. Fausto (Franco Fabrizi), the leader of the pack, marries his sweetheart, but finds himself constantly distracted by other women. Meanwhile, would-be playwright Leopoldo (Leopoldo Trieste) continues work on his dreary plays, dreaming of staging them one day. Clownish Alberto (Alberto Sordi) still lives at home with his mother and sister, Olga (Claude Farell), while boasting of preserving the family honor by watching over her. While the movie seems to pay little attention to Riccardo (Riccardo Fellini) and Moraldo (Franco Interlenghi), the latter eventually emerges as its key character, plainly serving as Fellini's alter ego. Stuck in adolescence, the five friends stumble into various misadventures, as they seek to spice up their uneventful provincial lives. Ultimately, one of them breaks free from their self-imposed paralysis and moves on, leading to one of the most poignant farewell sequences in film history. A hit in Italy upon its release, I Vitelloni secured Fellini's reputation as an up-and-coming talent, while also introducing its title into Italian vernacular.
            ","NR
                    ",Federico Fellini,NA,NA,Federico Fellini,Ennio Flaiano,Tullio Pinelli,NA,"Sep 17, 1953
                        ","Aug 24, 2004
                        ","
                            104 minutes
                        ","
                        Janus Films
                    ","
                Franco Fabrizi
            ","
                Alberto Sordi
            ","
                Leonora Ruffo
            ","
                Franco Interlenghi
            ","
                Leopoldo Trieste
            ","
                Riccardo Fellini
            ","
                                I Vitelloni
                            ",1953,No consensus yet.,"
                        
                        Art House & International, 
                        
                        Comedy, 
                        
                        Drama
                        
                    ",100,24,90,6,133478,8.71,8.68,11,4.18,1015,115,900,https://www.rottentomatoes.com/m/i_vitelloni
"
                Adapted by Julian Barry from his own Broadway play, this film manages to be both brutally frank and highly romanticized in detailing the life and career of influential, controversial stand-up comedian Lenny Bruce. The chronology jumps between Lenny in his prime and the performer in the twilight of his life.
            ","R (adult situations/language, nudity)
                    ",Bob Fosse,NA,NA,Julian Barry,NA,NA,NA,"Jan 1, 1974
                        ","Apr 16, 2002
                        ","
                            111 minutes
                        ","
                        Twentieth Century Fox Home Entertainment
                    ","
                Dustin Hoffman
            ","
                Valerie Perrine
            ","
                Jan Miner
            ","
                Stanley Beck
            ","
                Rashel Novikoff
            ","
                Gary Morton
            ","
                                Lenny
                            ",1974,Dustin Hoffman inhabits Lenny Bruce with nervy energy in Bob Fosse's richly stylized telling of the pioneering comedian's career and downfall.,"
                        
                        Classics, 
                        
                        Drama
                        
                    ",91,23,88,6,133887,8.08,6.25,1,4.09,1009,140,1169,https://www.rottentomatoes.com/m/lenny
"
                Mario is in love for the first time in life, so really crush. In Leon, the new from Germany. Although he plays in the front of the storm and could even be dangerous to him, when it comes to who can ascend to the first team. But Mario does not think about that now. He wants to feel Leon, smell, be near him. This does not remain hidden from others in the club and soon make the first rumors around the round. Mario sees his career as a professional footballer in danger, but at the same time wants to lose Leon at no cost. He has to make a decision.
            ","NR
                    ",Marcel Gisler,NA,NA,NA,NA,NA,NA,"Oct 30, 2018
                        ","
                            119 minutes
                        ",NA,"

                            119 minutes
                        
","
                Max Hubacher
            ","
                Aaron Altaras
            ","
                Jessy Moravec
            ",NA,NA,NA,Mario,NA,No consensus yet.,"
                        
                        Art House & International, 
                        
                        Drama
                        
                    ",100,12,70,252,131978,6.5,6,4,3.47,62,26,147,https://www.rottentomatoes.com/m/mario
"
                Ten years ago some of the worst atrocities in the history of mankind took place in the country of Rwanda--and in an era of high-speed communication and round the clock news, the events went almost unnoticed by the rest of the world. In only three months, one million people were brutally murdered. In the face of these unspeakable actions, inspired by his love for his family, an ordinary man summons extraordinary courage to save the lives of over a thousand helpless refugees, by granting them shelter in the hotel he manages.
            ","PG-13 (for violence, disturbing images and brief strong language)
                    ",Terry George,NA,NA,Terry George,Keir Pearson,Kier Pearson,NA,"Dec 22, 2004
                        ","Apr 12, 2005
                        ","
                            121 minutes
                        ","
                        MGM
                    ","
                Don Cheadle
            ","
                Sophie Okonedo
            ","
                Nick Nolte
            ","
                Joaquin Phoenix
            ","
                Desmond Dube
            ","
                David O'Hara
            ","
                                Hotel Rwanda
                            ",2004,A sobering and heartfelt tale about massacre that took place in Rwanda while most of the world looked away.,"
                        
                        Drama
                        
                    ",91,193,94,241,137712,7.95,7.59,44,4.32,39688,2566,57487,https://www.rottentomatoes.com/m/hotel_rwanda
"
                A masterful debut from one of England's boldest and brightest new talents, Sally El Hosaini's MY BROTHER THE DEVIL stars James Floyd as Rashid, a young man from a traditional Arab family who runs with a gang that rules the streets of Hackney, one of London's most ethnically-mixed and historically volatile neighborhoods. Rashid's younger brother, Mo, (Fadi Elsayed) idolizes his handsome, charismatic older brother and dreams of following in his footsteps, but Rashid envisions a different life for Mo and insists that he stay away from gang life and stick to his studies. When Rashid forms a bond with Sayyid (Said Taghmaoui), an older man of similar background who is now a successful photographer, he is introduced to a world he never knew existed. But, just as he decides he wants out of his dead-end life on the streets, Mo decides he wants in, and starts doing drug runs behind Rashid's back. Headed on a collision course of conflicting desires, each young man is forced to face himself and confront the brother he thought he knew. (c) Paladin
            ","NR
                    ",Sally El Hosaini,NA,NA,Sally El Hosaini,NA,NA,NA,"Mar 22, 2013
                        ","Sep 24, 2013
                        ","
                            111 minutes
                        ","
                        Paladin
                    ","
                Fady Elsayed
            ","
                Sad Taghmaoui
            ","
                James Floyd (III) 
            ","
                Aymen Hamdouchi
            ","
                Anthony Welsh
            ","
                Ashley Bashy Thomas
            ","
                                My Brother The Devil
                            ",2013,"A tough, tender tale of familial angst with careful attention to detail, My Brother the Devil is a strong debut from director Sally El Hosaini.","
                        
                        Drama
                        
                    ",90,51,70,2,137691,7.2,7.1,16,3.69,365,155,1924,https://www.rottentomatoes.com/m/my_brother_the_devil_2012
"
                South Korea in 1986 under the military dictatorship: Two rural cops and a special detective from the capital investigate a series of brutal rape murders. Their rude measures become more desperate with each new corpse found.
            ","NR
                    ",Bong Joon Ho,NA,NA,Kwang-rim Kim,Bong Joon Ho,Shim Sung-bo,Shim Seong-bo,"May 2, 2003
                        ","Aug 9, 2005
                        ","
                            129 minutes
                        ","
                        CJ Entertainment
                    ","
                Song Kang Ho
            ","
                Kim Sang-kyung
            ","
                Roe-ha Kim
            ","
                Kim Rwe-ha
            ","
                Jae-ho Song
            ","
                Song Jae-ho
            ",Memories of Murder,NA,"Memories of Murder blends the familiar crime genre with social satire and comedy, capturing the all-too human desperation of its key characters.","
                        
                        Art House & International, 
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",90,41,94,11,140116,7.75,7.88,13,4.28,3831,260,1849,https://www.rottentomatoes.com/m/memories_of_murder_2003
"
                Michael grew up in a college town with daydreams of being a member of the football team that he would watch doing drills -- an accomplishment that would make his military family proud. When the day comes that Michael actually enters college, however, he finds that living up to his father's expectations is not so easy; he rarely makes it off the bench and is hardly the football player he'd once dreamed of being. Then me meets Brenda, a girl that appreciates him for who he is, whether or not he's a star athlete. Now, for the first time, Michael is pondering whose dream it is that he's been chasing.
            ","R
                    ",Michael Arabian,NA,NA,Tedd Taskey,NA,NA,NA,"Sep 1, 2003
                        ","Sep 28, 2004
                        ","
                            98 minutes
                        ","
                        First Look Studios
                    ","
                Tedd Taskey
            ","
                Patrick St. Esprit
            ","
                Tiffany Fraser
            ","
                Teresa Sherrer
            ",NA,NA,King Of The Ants,NA,No consensus yet.,"
                        
                        Drama, 
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",100,9,57,3,132073,7.22,0,0,3.25,197,146,451,https://www.rottentomatoes.com/m/1132084-king_of_the_ants
"
                No Way Out is told in flashback as Naval officer Tom Farrell (Kevin Costner) is grilled by his superiors regarding a recent ""unpleasantness."" While at a Washington party, Tom meets Susan Atwel (Sean Young), and they're soon sharing a steamy love scene in the back of a limo (marvelously parodied in 1993's Hot Shots! Part Deux). Several months pass before Tom meets Susan again; he discovers she's the mistress of the US Secretary of Defense David Brice (Gene Hackman). When Susan is murdered by Brice, his loyal aide (Will Patton) dutifully destroys the evidence and invents the fallacious theory that a KGB mole was responsible. Tom is assigned to locate that mole -- a perilous situation, since Tom knows that no such mole exists, but must go along with the charade since he was the last person who was seen with Susan.
            ","R (adult situations/language, nudity, violence)
                    ",Roger Donaldson,NA,NA,Robert Garland,Gregory Goodell,NA,NA,"Aug 14, 1987
                        ","Jun 19, 2001
                        ","
                            114 minutes
                        ","
                        HBO Video
                    ","
                Kevin Costner
            ","
                Gene Hackman
            ","
                Sean Young
            ","
                Will Patton
            ","
                Howard Duff
            ","
                George Dzundza
            ","
                                No Way Out
                            ",1987,"Roger Donaldson's modern spin on the dense, stylish suspense films of the 1940s features fine work from Gene Hackman and Sean Young, as well as the career-making performance that made Kevin Costner a star.","
                        
                        Action & Adventure, 
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",91,45,72,20,133510,7.33,7.86,13,3.68,1498,585,2281,https://www.rottentomatoes.com/m/1015218-no_way_out
"
                The second Bing Crosby/Bob Hope ""Road"" picture casts Crosby as a penny-ante sideshow promoter and Hope as Crosby's only client, ""Fearless Frazier."" Under Crosby's tutelage, Hope has been shot from a cannon, zapped in an electric chair and nearly strangled by an octopus. Now they're practically broke and stranded on the African coast. Crosby spends the last of their money to spring helpless Dorothy Lamour from a native slave market. Actually, Lamour and her pal Una Merkel are scamming Crosby and Hope to finance a safari across Africa, so that Lamour can link up with her wealthy fiance in Zanzibar. En route through the deepest, darkest jungle, both Hope and Crosby fall in love with Lamour. But when they find out they're being taken for chumps, the boys leave the safari and strike out on their own. Captured by cannibals, the boys try and fail to win their freedom by having Hope wrestle a particularly grumpy gorilla. Making their escape after teaching the natives their time-honored ""Patty Cake"" routine, they head for Zanzibar. Once again, Crosby spends his ready money to spring Lamour from her captured-by-slavers con game, obliging Hope, Crosby, Lamour and Merkel to try to earn passage money home by staging a ""sawing the lady in half"" routine for the locals. Crosby: ""Are you sure you know what you're doing?"" Hope: ""If I don't, one of us is going back half fare."" Like the earlier Road to Singapore, Road to Zanzibar sticks too closely to the script and plot to allow those inveterate adlibbers Hope and Crosby free reign. Still, there are some choice moments: our favorite bit occurs when Crosby comments to Lamour on the artificiality of movie musicals--whereupon the sound of an orchestra pops up out of nowhere.
            ","NR
                    ",Victor Schertzinger,NA,NA,Don Hartman,Frank Butler,NA,NA,"Apr 11, 1941
                        ","Mar 5, 2002
                        ","
                            92 minutes
                        ","
                        Universal Pictures
                    ","
                Bing Crosby
            ","
                Bob Hope
            ","
                Dorothy Lamour
            ","
                Una Merkel
            ","
                Charles Coburn
            ","
                Anthony Quinn
            ","
                                Road to Zanzibar
                            ",1941,No consensus yet.,"
                        
                        Action & Adventure, 
                        
                        Classics, 
                        
                        Comedy, 
                        
                        Drama, 
                        
                        Musical & Performing Arts
                        
                    ",89,9,63,2,134051,6.61,0,0,3.58,91,53,253,https://www.rottentomatoes.com/m/road_to_zanzibar
"
                Laid up with a broken leg, photojournalist L.B. Jeffries (James Stewart) is confined to his tiny, sweltering courtyard apartment. To pass the time between visits from his nurse (Thelma Ritter) and his fashion model girlfriend Lisa (Grace Kelly), the binocular-wielding Jeffries stares through the rear window of his apartment at the goings-on in the other apartments around his courtyard. As he watches his neighbors, he assigns them such roles and character names as ""Miss Torso"" (Georgine Darcy), a professional dancer with a healthy social life or ""Miss Lonelyhearts"" (Judith Evelyn), a middle-aged woman who entertains nonexistent gentlemen callers. Of particular interest is seemingly mild-mannered travelling salesman Lars Thorwald (Raymond Burr), who is saddled with a nagging, invalid wife. One afternoon, Thorwald pulls down his window shade, and his wife's incessant bray comes to a sudden halt. Out of boredom, Jeffries casually concocts a scenario in which Thorwald has murdered his wife and disposed of the body in gruesome fashion. Trouble is, Jeffries' musings just might happen to be the truth. One of Alfred Hitchcock's very best efforts, Rear Window is a crackling suspense film that also ranks with Michael Powell's Peeping Tom (1960) as one of the movies' most trenchant dissections of voyeurism. As in most Hitchcock films, the protagonist is a seemingly ordinary man who gets himself in trouble for his secret desires. ~ Hal Erickson, Rovi
            ","PG
                    ",Alfred Hitchcock,NA,NA,John Michael Hayes,NA,NA,NA,"Sep 1, 1954
                        ","Mar 6, 2001
                        ","
                            115 minutes
                        ","
                        Paramount Pictures
                    ","
                James Stewart
            ","
                Grace Kelly
            ","
                Thelma Ritter
            ","
                Wendell Corey
            ","
                Raymond Burr
            ","
                Judith Evelyn
            ","
                                Rear Window
                            ",1954,Hitchcock exerted full potential of suspense in this masterpiece.,"
                        
                        Classics, 
                        
                        Drama, 
                        
                        Mystery & Suspense
                        
                    ",99,70,95,150,136360,9.16,9.44,19,4.48,33338,1648,19623,https://www.rottentomatoes.com/m/1017289-rear_window
"
                Hospital is a black comedy about a bitter, suicidal doctor (George C. Scott) whose hospital is being destroyed by the murders of several staff members, as well as the staff's own ineptness. Eventually, he falls in love with a young woman (Diana Rigg), who just makes his world more confusing. The film is a black satire, and the witty, satirical Academy Award-winning screenplay by Paddy Chayefsky makes it a very entertaining comedy.
            ","PG-13 (For thematic elements, sexual content and drug references.)
                    ",Arthur Hiller,NA,NA,Paddy Chayefsky,NA,NA,NA,"Dec 17, 1971
                        ","Sep 16, 2003
                        ","
                            103 minutes
                        ","
                        United Artists
                    ","
                George C. Scott
            ","
                Diana Rigg
            ","
                Barnard Hughes
            ","
                Richard Dysart
            ","
                Andrew Duncan
            ","
                Nancy Marchand
            ","
                                The Hospital
                            ",1971,No consensus yet.,"
                        
                        Classics, 
                        
                        Comedy, 
                        
                        Drama
                        
                    ",100,11,73,2,132466,7.86,7.5,1,3.73,302,110,367,https://www.rottentomatoes.com/m/hospital
"
                Antonio Gaudi's startling, unique architectural and essentially sculptural creations like his undulating walls are presented with clarity and in context in this interesting documentary by Hiroshi Teshigahara. Gaudi was a Catalan, like his well-known fellow artists Pablo Picasso, Joan Miro, and Salvador Dali, and he was inspired by Catalan art of the Middle Ages, specifically the Romanesque Period. Teshigahara provides a background on the region and politics of Cataluna, and reviews the Romanesque Period in art, 1000-1300 C.E., so that viewers can understand where Gaudi was coming from. Then the artist's creations are analyzed in a succinct, careful manner which reveals more to the eye than just uninformed looking could ever do. ~ Eleanor Mannikka, Rovi
            ","NR
                    ",Hiroshi Teshigahara,NA,NA,NA,NA,NA,NA,"Mar 5, 1986
                        ","Dec 28, 1999
                        ","
                            97 minutes
                        ","
                        Kino International Corp.
                    ","
                Isidro Puig Boada
            ","
                Seiji Miyaguchi
            ",NA,NA,NA,NA,Antonio Gaud,NA,No consensus yet.,"
                        
                        Art House & International, 
                        
                        Documentary, 
                        
                        Drama, 
                        
                        Musical & Performing Arts, 
                        
                        Special Interest
                        
                    ",100,14,74,427,132163,7.56,7.75,4,3.83,81,28,115,https://www.rottentomatoes.com/m/antonio_gaudi_1986
"
                After his career has tapered off, a once-famous actor attempts to overcome his mental and emotional problems to get his life back together. Arriving in Rome to work on a low-budget film, he meets with a fellow actor and the two face a series of problems and setbacks when they try to finish the film project they began. Based on a novel by Irwin Shaw, this drama directed by Vincente Minnelli features Kirk Douglas, George Hamilton, Edward G. Robinson, Cyd Charisse and Claire Trevor among others.
            ","NR
                    ",Vincente Minnelli,NA,NA,Charles Schnee,NA,NA,NA,"Jan 1, 1962
                        ","Jul 3, 1991
                        ","
                            107 minutes
                        ","
                        MGM
                    ","
                Kirk Douglas
            ","
                Edward G. Robinson
            ","
                Cyd Charisse
            ","
                George Hamilton
            ","
                Daliah Lavi
            ","
                Claire Trevor
            ","
                                Two Weeks in Another Town
                            ",1962,No consensus yet.,"
                        
                        Drama
                        
                    ",89,9,65,303,134490,6.4,0,1,3.43,40,22,82,https://www.rottentomatoes.com/m/two_weeks_in_another_town
"
                One of a cluster of late-1970s films about the Vietnam War, Francis Ford Coppola's Apocalypse Now adapts the Joseph Conrad novella Heart of Darkness to depict the war as a descent into primal madness. Capt. Willard (Martin Sheen), already on the edge, is assigned to find and deal with AWOL Col. Kurtz (Marlon Brando), rumored to have set himself up in the Cambodian jungle as a local, lethal godhead. Along the way Willard encounters napalm and Wagner fan Col. Kilgore (Robert Duvall), draftees who prefer to surf and do drugs, a USO Playboy Bunny show turned into a riot by the raucous soldiers, and a jumpy photographer (Dennis Hopper) telling wild, reverent tales about Kurtz. By the time Willard sees the heads mounted on stakes near Kurtz's compound, he knows Kurtz has gone over the deep end, but it is uncertain whether Willard himself now agrees with Kurtz's insane dictum to ""Drop the Bomb. Exterminate them all."" Coppola himself was not certain either, and he tried several different endings between the film's early rough-cut screenings for the press, the Palme d'Or-winning ""work-in-progress"" shown at Cannes, and the final 35 mm U.S. release (also the ending on the video cassette). The chaotic production also experienced shut-downs when a typhoon destroyed the set and star Sheen suffered a heart attack; the budget ballooned and Coppola covered the overages himself. These production headaches, which Coppola characterized as being like the Vietnam War itself, have been superbly captured in the documentary, Hearts of Darkness: A Filmmaker's Apocalypse. Despite the studio's fears and mixed reviews of the film's ending, Apocalypse Now became a substantial hit and was nominated for eight Academy Awards, including Best Picture, Best Director, Best Supporting Actor for Duvall's psychotic Kilgore, and Best Screenplay. It won Oscars for sound and for Vittorio Storaro's cinematography. This hallucinatory, Wagnerian project has produced admirers and detractors of equal ardor; it resembles no other film ever made, and its nightmarish aura and polarized reception aptly reflect the tensions and confusions of the Vietnam era. ~ Lucia Bozzola, Rovi
            ","R (adult situations/language, violence)
                    ",Francis Ford Coppola,NA,NA,John Milius,Francis Ford Coppola,Michael Herr,NA,"Jan 1, 1979
                        ","Nov 20, 2001
                        ","
                            153 minutes
                        ","
                        United Artists
                    ","
                Martin Sheen
            ","
                Marlon Brando
            ","
                Robert Duvall
            ","
                Frederic Forrest
            ","
                Laurence Fishburne
            ","
                Sam Bottoms
            ","
                                Apocalypse Now
                            ",1979,"Francis Ford Coppola's haunting, hallucinatory Vietnam War epic is cinema at its most audacious and visionary.","
                        
                        Action & Adventure, 
                        
                        Drama
                        
                    ",98,90,94,285,136865,8.94,8.87,25,4.48,62555,3959,43496,https://www.rottentomatoes.com/m/apocalypse_now
